Date,Price,Number,ROI,change
Nov 25 2015 01,0.038,183,-0.07317073170731714,-0.0030000000000000027
Nov 26 2015 01,0.037,184,-0.026315789473684233,-0.0010000000000000009
Nov 27 2015 01,0.037,185,0.0,0.0
Nov 28 2015 01,0.036,186,-0.027027027027027053,-0.0010000000000000009
Nov 29 2015 01,0.033,187,-0.08333333333333322,-0.0029999999999999957
Nov 30 2015 01,0.036,188,0.09090909090909077,0.0029999999999999957
Dec 01 2015 01,0.036,189,0.0,0.0
Dec 02 2015 01,0.036,190,0.0,0.0
Dec 03 2015 01,0.036,191,0.0,0.0
Dec 04 2015 01,0.038,192,0.05555555555555561,0.0020000000000000018
Dec 05 2015 01,0.037,193,-0.026315789473684233,-0.0010000000000000009
Dec 06 2015 01,0.035,194,-0.05405405405405392,-0.001999999999999995
Dec 07 2015 01,0.036,195,0.028571428571428397,0.000999999999999994
Dec 08 2015 01,0.034,196,-0.055555555555555414,-0.001999999999999995
Dec 09 2015 01,0.033,197,-0.029411764705882377,-0.0010000000000000009
Dec 10 2015 01,0.036,198,0.09090909090909077,0.0029999999999999957
Dec 11 2015 01,0.031,199,-0.13888888888888884,-0.0049999999999999975
Dec 12 2015 01,0.031,200,0.0,0.0
Dec 13 2015 01,0.03,201,-0.03225806451612906,-0.0010000000000000009
Dec 14 2015 01,0.032,202,0.06666666666666674,0.0020000000000000018
Dec 15 2015 01,0.03,203,-0.06250000000000006,-0.0020000000000000018
Dec 16 2015 01,0.033,204,0.10000000000000009,0.0030000000000000027
Dec 17 2015 01,0.031,205,-0.060606060606060656,-0.0020000000000000018
Dec 18 2015 01,0.035,206,0.12903225806451624,0.0040000000000000036
Dec 19 2015 01,0.033,207,-0.05714285714285719,-0.0020000000000000018
Dec 20 2015 01,0.03,208,-0.09090909090909098,-0.0030000000000000027
Dec 21 2015 01,0.034,209,0.13333333333333347,0.0040000000000000036
Dec 22 2015 01,0.036,210,0.05882352941176455,0.001999999999999995
Dec 23 2015 01,0.032,211,-0.11111111111111102,-0.003999999999999997
Dec 24 2015 01,0.036,212,0.12499999999999989,0.003999999999999997
Dec 25 2015 01,0.034,213,-0.055555555555555414,-0.001999999999999995
Dec 26 2015 01,0.033,214,-0.029411764705882377,-0.0010000000000000009
Dec 27 2015 01,0.031,215,-0.060606060606060656,-0.0020000000000000018
Dec 28 2015 01,0.036,216,0.16129032258064507,0.0049999999999999975
Dec 29 2015 01,0.032,217,-0.11111111111111102,-0.003999999999999997
Dec 30 2015 01,0.036,218,0.12499999999999989,0.003999999999999997
Dec 31 2015 01,0.035,219,-0.027777777777777613,-0.000999999999999994
Jan 01 2016 01,0.034,220,-0.028571428571428595,-0.0010000000000000009
Jan 02 2016 01,0.034,221,0.0,0.0
Jan 03 2016 01,0.032,222,-0.058823529411764754,-0.0020000000000000018
Jan 04 2016 01,0.033,223,0.03125000000000003,0.0010000000000000009
Jan 05 2016 01,0.031,224,-0.060606060606060656,-0.0020000000000000018
Jan 06 2016 01,0.035,225,0.12903225806451624,0.0040000000000000036
Jan 07 2016 01,0.035,226,0.0,0.0
Jan 08 2016 01,0.034,227,-0.028571428571428595,-0.0010000000000000009
Jan 09 2016 01,0.036,228,0.05882352941176455,0.001999999999999995
Jan 10 2016 01,0.033,229,-0.08333333333333322,-0.0029999999999999957
Jan 11 2016 01,0.033,230,0.0,0.0
Jan 12 2016 01,0.03,231,-0.09090909090909098,-0.0030000000000000027
Jan 13 2016 01,0.039,232,0.30000000000000004,0.009000000000000001
Jan 14 2016 01,0.036,233,-0.076923076923077,-0.0030000000000000027
Jan 15 2016 01,0.035,234,-0.027777777777777613,-0.000999999999999994
Jan 16 2016 01,0.038,235,0.08571428571428559,0.0029999999999999957
Jan 17 2016 01,0.033,236,-0.131578947368421,-0.0049999999999999975
Jan 18 2016 01,0.033,237,0.0,0.0
Jan 19 2016 01,0.03,238,-0.09090909090909098,-0.0030000000000000027
Jan 20 2016 01,0.03,239,0.0,0.0
Jan 21 2016 01,0.03,240,0.0,0.0
Jan 22 2016 01,0.031,241,0.03333333333333337,0.0010000000000000009
Jan 23 2016 01,0.036,242,0.16129032258064507,0.0049999999999999975
Jan 24 2016 01,0.032,243,-0.11111111111111102,-0.003999999999999997
Jan 25 2016 01,0.032,244,0.0,0.0
Jan 26 2016 01,0.033,245,0.03125000000000003,0.0010000000000000009
Jan 27 2016 01,0.035,246,0.060606060606060656,0.0020000000000000018
Jan 28 2016 01,0.03,247,-0.14285714285714296,-0.0050000000000000044
Jan 29 2016 01,0.034,248,0.13333333333333347,0.0040000000000000036
Jan 30 2016 01,0.035,249,0.029411764705882377,0.0010000000000000009
Jan 31 2016 01,0.033,250,-0.05714285714285719,-0.0020000000000000018
Feb 01 2016 01,0.036,251,0.09090909090909077,0.0029999999999999957
Feb 02 2016 01,0.038,252,0.05555555555555561,0.0020000000000000018
Feb 03 2016 01,0.034,253,-0.10526315789473675,-0.003999999999999997
Feb 04 2016 01,0.032,254,-0.058823529411764754,-0.0020000000000000018
Feb 05 2016 01,0.032,255,0.0,0.0
Feb 06 2016 01,0.03,256,-0.06250000000000006,-0.0020000000000000018
Feb 07 2016 01,0.03,257,0.0,0.0
Feb 08 2016 01,0.03,258,0.0,0.0
Feb 09 2016 01,0.031,259,0.03333333333333337,0.0010000000000000009
Feb 10 2016 01,0.03,260,-0.03225806451612906,-0.0010000000000000009
Feb 11 2016 01,0.03,261,0.0,0.0
Feb 12 2016 01,0.03,262,0.0,0.0
Feb 13 2016 01,0.03,263,0.0,0.0
Feb 14 2016 01,0.03,264,0.0,0.0
Feb 15 2016 01,0.031,265,0.03333333333333337,0.0010000000000000009
Feb 16 2016 01,0.03,266,-0.03225806451612906,-0.0010000000000000009
Feb 17 2016 01,0.03,267,0.0,0.0
Feb 18 2016 01,0.03,268,0.0,0.0
Feb 19 2016 01,0.03,269,0.0,0.0
Feb 20 2016 01,0.03,270,0.0,0.0
Feb 21 2016 01,0.03,271,0.0,0.0
Feb 22 2016 01,0.03,272,0.0,0.0
Feb 23 2016 01,0.03,273,0.0,0.0
Feb 24 2016 01,0.03,274,0.0,0.0
Feb 25 2016 01,0.03,275,0.0,0.0
Feb 26 2016 01,0.03,276,0.0,0.0
Feb 27 2016 01,0.03,277,0.0,0.0
Feb 28 2016 01,0.03,278,0.0,0.0
Feb 29 2016 01,0.03,279,0.0,0.0
Mar 01 2016 01,0.03,280,0.0,0.0
Mar 02 2016 01,0.03,281,0.0,0.0
Mar 03 2016 01,0.03,282,0.0,0.0
Mar 04 2016 01,0.03,283,0.0,0.0
Mar 05 2016 01,0.03,284,0.0,0.0
Mar 06 2016 01,0.03,285,0.0,0.0
Mar 07 2016 01,0.03,286,0.0,0.0
Mar 08 2016 01,0.03,287,0.0,0.0
Mar 09 2016 01,0.03,288,0.0,0.0
Mar 10 2016 01,0.033,289,0.10000000000000009,0.0030000000000000027
Mar 11 2016 01,0.034,290,0.030303030303030328,0.0010000000000000009
Mar 12 2016 01,0.035,291,0.029411764705882377,0.0010000000000000009
Mar 13 2016 01,0.033,292,-0.05714285714285719,-0.0020000000000000018
Mar 14 2016 01,0.036,293,0.09090909090909077,0.0029999999999999957
Mar 15 2016 01,0.03,294,-0.16666666666666663,-0.005999999999999998
Mar 16 2016 01,0.036,295,0.19999999999999996,0.005999999999999998
Mar 17 2016 01,0.036,296,0.0,0.0
Mar 18 2016 01,0.036,297,0.0,0.0
Mar 19 2016 01,0.037,298,0.027777777777777804,0.0010000000000000009
Mar 20 2016 01,0.037,299,0.0,0.0
Mar 21 2016 01,0.035,300,-0.05405405405405392,-0.001999999999999995
Mar 22 2016 01,0.039,301,0.11428571428571419,0.003999999999999997
Mar 23 2016 01,0.038,302,-0.025641025641025664,-0.0010000000000000009
Mar 24 2016 01,0.04,303,0.05263157894736847,0.0020000000000000018
Mar 25 2016 01,0.04,304,0.0,0.0
Mar 26 2016 01,0.04,305,0.0,0.0
Mar 27 2016 01,0.036,306,-0.10000000000000009,-0.0040000000000000036
Mar 28 2016 01,0.037,307,0.027777777777777804,0.0010000000000000009
Mar 29 2016 01,0.038,308,0.027027027027027053,0.0010000000000000009
Mar 30 2016 01,0.038,309,0.0,0.0
Mar 31 2016 01,0.042,310,0.10526315789473693,0.0040000000000000036
Apr 01 2016 01,0.043,311,0.023809523809523662,0.000999999999999994
Apr 02 2016 01,0.042,312,-0.023255813953488233,-0.000999999999999994
Apr 03 2016 01,0.034,313,-0.19047619047619047,-0.008
Apr 04 2016 01,0.042,314,0.23529411764705882,0.008
Apr 05 2016 01,0.039,315,-0.0714285714285715,-0.0030000000000000027
Apr 06 2016 01,0.043,316,0.10256410256410248,0.003999999999999997
Apr 07 2016 01,0.041,317,-0.046511627906976626,-0.001999999999999995
Apr 08 2016 01,0.042,318,0.024390243902439046,0.0010000000000000009
Apr 09 2016 01,0.042,319,0.0,0.0
Apr 10 2016 01,0.041,320,-0.02380952380952383,-0.0010000000000000009
Apr 11 2016 01,0.039,321,-0.04878048780487809,-0.0020000000000000018
Apr 12 2016 01,0.038,322,-0.025641025641025664,-0.0010000000000000009
Apr 13 2016 01,0.042,323,0.10526315789473693,0.0040000000000000036
Apr 14 2016 01,0.04,324,-0.04761904761904766,-0.0020000000000000018
Apr 15 2016 01,0.04,325,0.0,0.0
Apr 16 2016 01,0.037,326,-0.07500000000000007,-0.0030000000000000027
Apr 17 2016 01,0.037,327,0.0,0.0
Apr 18 2016 01,0.038,328,0.027027027027027053,0.0010000000000000009
Apr 19 2016 01,0.036,329,-0.05263157894736847,-0.0020000000000000018
Apr 20 2016 01,0.041,330,0.13888888888888903,0.0050000000000000044
Apr 21 2016 01,0.042,331,0.024390243902439046,0.0010000000000000009
Apr 22 2016 01,0.04,332,-0.04761904761904766,-0.0020000000000000018
Apr 23 2016 01,0.042,333,0.050000000000000044,0.0020000000000000018
Apr 24 2016 01,0.039,334,-0.0714285714285715,-0.0030000000000000027
Apr 25 2016 01,0.036,335,-0.076923076923077,-0.0030000000000000027
Apr 26 2016 01,0.041,336,0.13888888888888903,0.0050000000000000044
Apr 27 2016 01,0.037,337,-0.09756097560975618,-0.0040000000000000036
Apr 28 2016 01,0.041,338,0.10810810810810821,0.0040000000000000036
Apr 29 2016 01,0.041,339,0.0,0.0
Apr 30 2016 01,0.036,340,-0.12195121951219523,-0.0050000000000000044
May 01 2016 01,0.034,341,-0.055555555555555414,-0.001999999999999995
May 02 2016 01,0.038,342,0.1176470588235293,0.003999999999999997
May 03 2016 01,0.037,343,-0.026315789473684233,-0.0010000000000000009
May 04 2016 01,0.033,344,-0.10810810810810802,-0.003999999999999997
May 05 2016 01,0.036,345,0.09090909090909077,0.0029999999999999957
May 06 2016 01,0.041,346,0.13888888888888903,0.0050000000000000044
May 07 2016 01,0.04,347,-0.024390243902439046,-0.0010000000000000009
May 08 2016 01,0.037,348,-0.07500000000000007,-0.0030000000000000027
May 09 2016 01,0.038,349,0.027027027027027053,0.0010000000000000009
May 10 2016 01,0.041,350,0.07894736842105271,0.0030000000000000027
May 11 2016 01,0.036,351,-0.12195121951219523,-0.0050000000000000044
May 12 2016 01,0.043,352,0.19444444444444445,0.006999999999999999
May 13 2016 01,0.038,353,-0.11627906976744182,-0.0049999999999999975
May 14 2016 01,0.035,354,-0.07894736842105252,-0.0029999999999999957
May 15 2016 01,0.036,355,0.028571428571428397,0.000999999999999994
May 16 2016 01,0.036,356,0.0,0.0
May 17 2016 01,0.031,357,-0.13888888888888884,-0.0049999999999999975
May 18 2016 01,0.031,358,0.0,0.0
May 19 2016 01,0.035,359,0.12903225806451624,0.0040000000000000036
May 20 2016 01,0.038,360,0.08571428571428559,0.0029999999999999957
May 21 2016 01,0.037,361,-0.026315789473684233,-0.0010000000000000009
May 22 2016 01,0.034,362,-0.08108108108108097,-0.0029999999999999957
May 23 2016 01,0.033,363,-0.029411764705882377,-0.0010000000000000009
May 24 2016 01,0.03,364,-0.09090909090909098,-0.0030000000000000027
May 25 2016 01,0.033,365,0.10000000000000009,0.0030000000000000027
May 26 2016 01,0.033,366,0.0,0.0
May 27 2016 01,0.033,367,0.0,0.0
May 28 2016 01,0.032,368,-0.030303030303030328,-0.0010000000000000009
May 29 2016 01,0.032,369,0.0,0.0
May 30 2016 01,0.03,370,-0.06250000000000006,-0.0020000000000000018
May 31 2016 01,0.033,371,0.10000000000000009,0.0030000000000000027
Jun 01 2016 01,0.032,372,-0.030303030303030328,-0.0010000000000000009
Jun 02 2016 01,0.033,373,0.03125000000000003,0.0010000000000000009
Jun 03 2016 01,0.034,374,0.030303030303030328,0.0010000000000000009
Jun 04 2016 01,0.034,375,0.0,0.0
Jun 05 2016 01,0.033,376,-0.029411764705882377,-0.0010000000000000009
Jun 06 2016 01,0.03,377,-0.09090909090909098,-0.0030000000000000027
Jun 07 2016 01,0.034,378,0.13333333333333347,0.0040000000000000036
Jun 08 2016 01,0.031,379,-0.08823529411764713,-0.0030000000000000027
Jun 09 2016 01,0.033,380,0.06451612903225812,0.0020000000000000018
Jun 10 2016 01,0.03,381,-0.09090909090909098,-0.0030000000000000027
Jun 11 2016 01,0.031,382,0.03333333333333337,0.0010000000000000009
Jun 12 2016 01,0.03,383,-0.03225806451612906,-0.0010000000000000009
Jun 13 2016 01,0.031,384,0.03333333333333337,0.0010000000000000009
Jun 14 2016 01,0.03,385,-0.03225806451612906,-0.0010000000000000009
Jun 15 2016 01,0.03,386,0.0,0.0
Jun 16 2016 01,0.03,387,0.0,0.0
Jun 17 2016 01,0.03,388,0.0,0.0
Jun 18 2016 01,0.031,389,0.03333333333333337,0.0010000000000000009
Jun 19 2016 01,0.03,390,-0.03225806451612906,-0.0010000000000000009
Jun 20 2016 01,0.03,391,0.0,0.0
Jun 21 2016 01,0.03,392,0.0,0.0
Jun 22 2016 01,0.03,393,0.0,0.0
Jun 23 2016 01,0.03,394,0.0,0.0
Jun 24 2016 01,0.03,395,0.0,0.0
Jun 25 2016 01,0.03,396,0.0,0.0
Jun 26 2016 01,0.03,397,0.0,0.0
Jun 27 2016 01,0.03,398,0.0,0.0
Jun 28 2016 01,0.03,399,0.0,0.0
Jun 29 2016 01,0.03,400,0.0,0.0
Jun 30 2016 01,0.03,401,0.0,0.0
Jul 01 2016 01,0.03,402,0.0,0.0
Jul 02 2016 01,0.03,403,0.0,0.0
Jul 03 2016 01,0.03,404,0.0,0.0
Jul 04 2016 01,0.03,405,0.0,0.0
Jul 05 2016 01,0.03,406,0.0,0.0
Jul 06 2016 01,0.03,407,0.0,0.0
Jul 07 2016 01,0.03,408,0.0,0.0
Jul 08 2016 01,0.03,409,0.0,0.0
Jul 09 2016 01,0.03,410,0.0,0.0
Jul 10 2016 01,0.03,411,0.0,0.0
Jul 11 2016 01,0.03,412,0.0,0.0
Jul 12 2016 01,0.03,413,0.0,0.0
Jul 13 2016 01,0.03,414,0.0,0.0
Jul 14 2016 01,0.03,415,0.0,0.0
Jul 15 2016 01,0.03,416,0.0,0.0
Jul 16 2016 01,0.03,417,0.0,0.0
Jul 17 2016 01,0.03,418,0.0,0.0
